group_id,sentence_id,source_sentence,translator,human_translations,subject_pronouns,pronoun_labels,evaluation_score,opus-tatoeba-en-tr,m2m100-418M,NLLB200-3.3B,translategemma-4b,sentence_index,coreference,llama3.1-IT-8B,human_translations_has_onun,opus-tatoeba-en-tr_has_onun,m2m100-418M_has_onun,NLLB200-3.3B_has_onun,translategemma-4b_has_onun,llama3.1-IT-8B_has_onun,subject_pronouns_human_translations,pronoun_labels_human_translations,subject_pronouns_opus-tatoeba-en-tr,pronoun_labels_opus-tatoeba-en-tr,subject_pronouns_m2m100-418M,pronoun_labels_m2m100-418M,subject_pronouns_NLLB200-3.3B,pronoun_labels_NLLB200-3.3B,subject_pronouns_translategemma-4b,pronoun_labels_translategemma-4b,subject_pronouns_llama3.1-IT-8B,pronoun_labels_llama3.1-IT-8B,finetuned-llama3.1-IT-8B,subject_pronouns_finetuned-llama3.1-IT-8B,pronoun_labels_finetuned-llama3.1-IT-8B
87,174,He opened the envelope which she had sealed earlier.,Translator2,"Onun, daha önceden mühürlediği zarfı açtı.","['he', 'she']","[0, 1]",5,Daha önce mühürlediği zarfı açtı.,Daha önce işaretlediği kapıyı açtı.,O daha önce mühürlü olduğu zarfı açtı.,"O, daha önce o tarafından kapatılmış olan zarfi açtı.",2,0,Önceki gün kapalı olan zarfı açtı.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","o,-","""1,0""","-,-","""0,0""",Daha önce kapattığı mektubu açtı.,"-,-","""0,0"""
88,175,She ran to the field where she practiced every morning.,Translator1,Her sabah pratik yaptığı alana koştu.,"['she', 'she']","[0, 0]",5,Her sabah antrenman yaptığı sahaya koşardı.,Her sabah çalıştığı sahneye koşuyordu.,Her sabah antrenman yaptığı sahaya koşardı.,"Her, her sabah antrenman yaptığı sahaya koştu.",1,1,Her sabah her yerde antrenman yaptığı sahaya koştu.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""",O her sabah çalıştığı saha'ya doğru koştu.,"o,-","""1,0"""
88,176,She ran to the field where he practiced every morning.,Translator1,Onun her sabah pratik yaptığı alana koştu.,"['she', 'he']","[0, 1]",5,Her sabah antrenman yaptığı sahaya koştu.,Her sabah çalıştığı sahneye koşuyordu.,Her sabah onun antrenman yaptığı sahaya koştu.,"O, her sabah o orada antrenman yaptığı sahaya koşardı.",2,0,Her sabah yaptığı egzersizlere yer olan o alana koştu.,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,onun","""0,1""","o,-","""1,0""","-,-","""0,0""",O her sabah çalıştığı saha'ya doğru koştadı.,"o,-","""1,0"""
89,177,He remembered the night when he lost his wallet.,Translator1,Cüzdanını kaybettiği geceyi hatırladı.,"['he', 'he']","[0, 0]",5,Cüzdanını kaybettiği geceyi hatırladı.,Geceleri cüzdanını kaybettiğini hatırlıyordu.,Cüzdanını kaybettiği geceyi hatırladı.,"Kendisini, cüzdanını kaybettiği o geceyi hatırladı.",1,1,O parmağını kaybettiği geceyi hatırladı.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","O, cüzdanını kaybettiği geceyi hatırlıyordu.","o,-","""1,0"""
89,178,He remembered the night when she lost his wallet.,Translator1,Onun cüzdanını kaybettiği geceyi hatırladı.,"['he', 'she']","[0, 1]",5,Cüzdanını kaybettiği geceyi hatırladı.,Geceleri cüzdanını kaybettiğini hatırlıyordu.,Cüzdanını kaybettiği geceyi hatırladı.,"O, onun cüzdanını kaybettiği o geceyi hatırladı.",2,0,O geceki gecede parmağını kaybeden kadının hatırladığıydı.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,onun","""1,1""","-,kadının","""0,1""",O cüzdanını kaybettiği geceyi hatırlıyordu.,"o,-","""1,0"""
90,179,She picked the dessert which she wanted most.,Translator2,En çok istediği tatlıyı seçti.,"['she', 'she']","[0, 0]",5,En çok istediği tatlıyı o seçti.,En çok istediği tatlıyı aldı.,"O, en çok istediği tatlıyı seçti.","O, en çok istediği tatlıyı seçti.",1,1,En çok istediği tatlıyı seçti.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","o,-","""1,0""","-,-","""0,0""","o,-","""1,0""","o,-","""1,0""","-,-","""0,0""",O en çok istediği tatlıyı seçti.,"o,-","""1,0"""
90,180,She picked the dessert which he wanted most.,Translator2,"Onun, en çok istediği tatlıyı seçti.","['she', 'he']","[0, 1]",5,En çok istediği tatlıyı o seçti.,En çok istediği tatlıyı aldı.,"O, en çok istediği tatlıyı seçti.","O, en çok istediği tatlıyı seçti.",2,0,O en çok istediği tatlıyı seçti.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","o,-","""1,0""","-,-","""0,0""","o,-","""1,0""","o,-","""1,0""","o,-","""1,0""",O en çok istediği tatlıyı seçti.,"o,-","""1,0"""
91,181,She recalled the morning when she received the letter.,Translator2,Mektubu aldığı sabahı hatırladı.,"['she', 'she']","[0, 0]",5,Mektubu aldığı sabahı hatırladı.,Sabah mektubu aldığında hatırlıyordu.,Mektubu aldığı sabahı hatırladı.,"O, mektubu aldığında olan sabahı hatırladı.",1,1,O mektubu aldığı sabahı hatırladı.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","o,-","""1,0""","O, mektubu aldığı sabahı hatırladı.","o,-","""1,0"""
91,182,She recalled the morning when he received the letter.,Translator2,"Onun, mektubu aldığı sabahı hatırladı.","['she', 'he']","[0, 1]",5,Mektubu aldığı sabahı hatırladı.,Sabah mektubu aldığında hatırlıyordu.,O mektubu aldığı sabahı hatırladı.,"O, o anı hatırladı: mektubu aldığında.",2,0,O sabahı hatırladı ki mektubu almıştı.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","o,-","""1,0""","O, mektubu aldığı sabahı hatırladı.","o,-","""1,0"""
92,183,He watched the movie which he thought was boring.,Translator1,Sıkıcı olduğunu düşündüğü filmi izledi.,"['he', 'he']","[0, 0]",5,Sıkıcı olduğunu düşündüğü filmi izledi.,Çok sıkıldığını düşündüğü filmi izledi.,Sıkıcı olduğunu düşündüğü filmi izledi.,"O, sıkıcı olduğunu düşündüğü filmi izledi.",1,1,Filmini sıkıcı zannettiği filme baktı.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","-,-","""0,0""","O, sıkıcı olduğunu düşündüğü filmi izledi.","o,-","""1,0"""
92,184,He watched the movie which she thought was boring.,Translator1,"Onun, sıkıcı olduğunu düşündüğü filmi izledi.","['he', 'she']","[0, 1]",5,Onun sıkıcı bulduğu filmi izlemiş.,Çok sıkıldığını düşündüğü filmi izledi.,"O, sıkıcı olduğunu düşündüğü filmi izledi.","O, o'nun sıkıcı olduğunu düşündüğü filmi izledi.",2,0,O filmi izledi ki ona göre sıkıcıydı.,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"-,onun","""0,1""","-,onun","""0,1""","-,-","""0,0""","o,-","""1,0""","o,o'nun","""1,1""","o,-","""1,0""","O, onun sıkıcı olduğunu düşündüğü filmi izledi.","o,onun","""1,1"""
93,185,She went to the market where she often bought fruit.,Translator2,Sık sık meyve aldığı pazara gitti.,"['she', 'she']","[0, 0]",5,Sık sık meyve aldığı markete giderdi.,Çoğu zaman meyve satın aldığı bir pazara gitti.,"O, sık sık meyve aldığı pazara gitti.",Çoğunlukla meyve almak için gittiği pazara gitti.,1,1,Pazara sık sık meyve satın aldığı için gitti.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","-,-","""0,0""","-,-","""0,0""","O, sık sık meyve satın aldığının olduğu pazara gitti.","o,-","""1,0"""
93,186,She went to the market where he often bought fruit.,Translator2,"Onun, sık sık meyve aldığı pazara gitti.","['she', 'he']","[0, 1]",5,Onun sık sık meyve aldığı markete gitti.,Çoğu zaman meyve satın aldığı bir pazara gitti.,"O, sık sık meyve aldığı pazara gitti.","O, sık sık meyve alışverişi yaptığı pazara gitti.",2,0,O sık sık meyve satın aldığı markete gitti.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,onun","""0,1""","-,-","""0,0""","o,-","""1,0""","o,-","""1,0""","o,-","""1,0""","O, sık sık meyve satın aldıkları pazara gitti.","o,-","""1,0"""
94,187,He photographed the view which he saw from the bridge.,Translator1,Köprüden gördüğü manzaranın fotoğrafını çekti.,"['he', 'he']","[0, 0]",5,Köprüden gördüğü manzarayı fotoğrafladı.,Köprüden gördüğü manzarayı fotoğrafladı.,"O, köprüden gördüğü manzarayı fotoğrafladı.",Köprüden gördüğü manzaranın fotoğrafını çekti.,1,1,Köprüden gördüğü manzarayı fotoğrafladı.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","-,-","""0,0""","-,-","""0,0""","O, köprüden gördüğünü fotoğrafladı.","o,-","""1,0"""
94,188,He photographed the view which she saw from the bridge.,Translator1,Onun köprüden gördüğü manzaranın fotoğrafını çekti.,"['he', 'she']","[0, 1]",5,Köprüden gördüğü manzarayı fotoğraflamış.,Köprüden gördüğü manzarayı fotoğrafladı.,Köprüden gördüğü manzarayı fotoğrafladı.,"O, köprüden gördüğü manzaranın fotoğrafını çekti.",2,0,Köprüden gördüğü manzarayı çekti.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","-,-","""0,0""","O, köprüden gördüğünün fotoğrafını çekti.","o,-","""1,0"""
95,189,He looked for the hotel where he had stayed last summer.,Translator2,Geçen yaz kaldığı oteli aradı.,"['he', 'he']","[0, 0]",5,Geçen yaz kaldığı oteli aradı.,Geçen yaz kaldığı oteli aradım.,Geçen yaz kaldığı oteli aradı.,Geçen yaz konakladığı oteli arıyordu.,1,1,Geçen yazın oda kalmış olduğu oteli arıyordu.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","O, geçen yaz kaldığı otelin whereaboutsını aradı.","o,-","""1,0"""
95,190,He looked for the hotel where she had stayed last summer.,Translator2,"Onun, geçen yaz kaldığı oteli aradı.","['he', 'she']","[0, 1]",5,Geçen yaz kaldığı oteli aramış.,Geçen yaz kaldığı oteli aradı.,Geçen yaz kaldığı oteli aradı.,"O, geçen yaz orada konakladığı oteli aradı.",2,0,Son yazın o konaklama yerinin otel olduğunu aradı.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","-,-","""0,0""","O, geçen yaz onun kaldığı oteli aradı.","o,onun","""1,1"""
96,191,She explained the reason why she refused the offer.,Translator1,Teklifi neden reddettiğini açıkladı.,"['she', 'she']","[0, 0]",5,Teklifi neden reddettiğini açıkladı.,Teklifini neden reddettiğini anlattı.,"O, teklifi neden reddettiğini açıkladı.","O, teklifi kabul etmemesinin nedenini açıkladı.",1,1,Offeri reddettiği nedenleri açıkladı.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","o,-","""1,0""","-,-","""0,0""","O, teklifi niçin reddettiğini açıkladı.","o,-","""1,0"""
96,192,She explained the reason why he refused the offer.,Translator1,Onun teklifi neden reddettiğini açıkladı.,"['she', 'he']","[0, 1]",5,Teklifi neden reddettiğini açıkladı.,Teklifini neden reddettiğini anlattı.,"O, teklifini neden reddettiğini açıkladı.","O, neden teklifi reddettiğini açıkladı.",2,0,Onu teklifi reddetmesinin nedenini açıkladı.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","o,-","""1,0""","-,-","""0,0""","O, teklifi niçin reddettiğini açıkladı.","o,-","""1,0"""
